,Location,ad_id,ad_link,energy_label,lat,local_area_name,lon,property_type_description,size_from,type,byggear_cat,ownership_cat,"lat,lon"
5862,"Toftveien 32, Brønnøysund",260883156,https://www.finn.no/realestate/homes/ad.html?finnkode=260883156,6,65.46748,,12.13967,Enebolig,221.0,realestate,1,1,"65.46748,12.13967"
5863,"Ullern allé 125, Oslo",260879067,https://www.finn.no/realestate/homes/ad.html?finnkode=260879067,6,59.93003,Ullern,10.65462,Leilighet,113.0,realestate,1,1,"59.93003,10.65462"
5864,"Løvåsbakken 90, Fyllingsdalen",260771536,https://www.finn.no/realestate/homes/ad.html?finnkode=260771536,6,60.35334,Fyllingsdalen,5.2879,Rekkehus,129.0,realestate,1,1,"60.35334,5.2879"
5865,"Østre Aspehaug 14, Ålesund",260690157,https://www.finn.no/realestate/homes/ad.html?finnkode=260690157,6,62.4641,Moa / Spjelkavik,6.3605,Leilighet,97.0,realestate,1,2,"62.4641,6.3605"
5866,"Haresvingen 24, Ytre Enebakk",260706565,https://www.finn.no/realestate/homes/ad.html?finnkode=260706565,6,59.7353,Ytre Enebakk/Våglia,11.0279,Tomannsbolig,131.0,realestate,1,1,"59.7353,11.0279"
5867,"General Fleischers gate 39 A, Bodø",260560017,https://www.finn.no/realestate/homes/ad.html?finnkode=260560017,6,67.27483,Vestbyen/Aspmyra,14.38155,Tomannsbolig,117.0,realestate,1,1,"67.27483,14.38155"
5868,"Åbyfaret 118, Vettre",253080659,https://www.finn.no/realestate/homes/ad.html?finnkode=253080659,6,59.82227,Vettre/Åbyfaret,10.45637,Rekkehus,144.0,realestate,1,1,"59.82227,10.45637"
5869,"Dalsvingen 5, Vikhammer",260116307,https://www.finn.no/realestate/homes/ad.html?finnkode=260116307,6,63.43209,Vikhammeråsen,10.63194,Enebolig,115.0,realestate,1,1,"63.43209,10.63194"
5870,"Rosfjordveien 25A, Lyngdal",255447656,https://www.finn.no/realestate/homes/ad.html?finnkode=255447656,6,58.13265,,7.06061,Enebolig,127.0,realestate,1,1,"58.13265,7.06061"
5871,"Krokastubben 12, Florø",259718663,https://www.finn.no/realestate/homes/ad.html?finnkode=259718663,6,61.5941,,5.05779,Leilighet,50.0,realestate,1,2,"61.5941,5.05779"
5872,"Bergstien 3 B, Kirkenes",259607827,https://www.finn.no/realestate/homes/ad.html?finnkode=259607827,6,69.72018,Kirkenes,30.05309,Rekkehus,108.0,realestate,1,2,"69.72018,30.05309"
5873,"Ternevegen 15, Fjerdingby",259353042,https://www.finn.no/realestate/homes/ad.html?finnkode=259353042,6,59.93557,,11.0694,Tomannsbolig,101.0,realestate,1,1,"59.93557,11.0694"
5874,"Ulvefaret 24, Blystadlia",259348317,https://www.finn.no/realestate/homes/ad.html?finnkode=259348317,6,59.93111,,11.04362,Rekkehus,122.0,realestate,1,2,"59.93111,11.04362"
5875,"Øvre Jegersborggate 1, Larvik",259115244,https://www.finn.no/realestate/homes/ad.html?finnkode=259115244,6,59.0529,,10.0337,Leilighet,107.0,realestate,1,1,"59.0529,10.0337"
5876,"Blåbærstien 33 H, Nesoddtangen",259081206,https://www.finn.no/realestate/homes/ad.html?finnkode=259081206,6,59.8501,NESODDTANGEN,10.6703,Rekkehus,81.0,realestate,1,1,"59.8501,10.6703"
5877,"Nylivegen 68, Fyresdal",258839007,https://www.finn.no/realestate/homes/ad.html?finnkode=258839007,6,59.19869,,8.10071,Enebolig,275.0,realestate,1,1,"59.19869,8.10071"
5878,"Busterudgata 12, Halden",253268444,https://www.finn.no/realestate/homes/ad.html?finnkode=253268444,6,59.1264,,11.3848,Leilighet,65.0,realestate,1,2,"59.1264,11.3848"
5879,"Krokastubben 3, Florø",257078566,https://www.finn.no/realestate/homes/ad.html?finnkode=257078566,6,61.5935,,5.0583,Rekkehus,137.0,realestate,1,2,"61.5935,5.0583"
5880,"Lanesvegen 38, Tromsø",257027939,https://www.finn.no/realestate/homes/ad.html?finnkode=257027939,6,69.62796,,18.91473,Enebolig,175.0,realestate,1,1,"69.62796,18.91473"
5881,"Ørneveien 16, Rasta",256955547,https://www.finn.no/realestate/homes/ad.html?finnkode=256955547,6,59.91625,RASTA / VALLERUD,10.93978,Enebolig,164.0,realestate,1,1,"59.91625,10.93978"
5882,"Steinkobbeveien 2, Hundvåg",256216937,https://www.finn.no/realestate/homes/ad.html?finnkode=256216937,6,58.9982,HUNDVÅG,5.7211,Enebolig,264.0,realestate,1,1,"58.9982,5.7211"
5883,"Åsmyro 7, Stord",256144512,https://www.finn.no/realestate/homes/ad.html?finnkode=256144512,6,59.7871,Leirvik,5.5021,Leilighet,80.0,realestate,1,2,"59.7871,5.5021"
5884,"Grågåsveien 27, Stokmarknes",252223897,https://www.finn.no/realestate/homes/ad.html?finnkode=252223897,6,68.569,,14.95402,Enebolig,212.0,realestate,1,1,"68.569,14.95402"
5885,"Brannvålsveien 190, Alvdal",252093691,https://www.finn.no/realestate/homes/ad.html?finnkode=252093691,6,62.1253,,10.6285,Enebolig,258.0,realestate,1,1,"62.1253,10.6285"
5886,"Lillebyåsen 12, Aremark",251777428,https://www.finn.no/realestate/homes/ad.html?finnkode=251777428,6,59.22179,,11.70916,Enebolig,181.0,realestate,1,1,"59.22179,11.70916"
5887,"Øvre Vigeland 25, Lindesnes",248685657,https://www.finn.no/realestate/homes/ad.html?finnkode=248685657,6,58.0824,Vigeland,7.2979,Enebolig,155.0,realestate,1,1,"58.0824,7.2979"
5888,"Buktelia 4, Straumsbukta",246766175,https://www.finn.no/realestate/homes/ad.html?finnkode=246766175,6,69.5714,,18.6176,Leilighet,71.0,realestate,1,1,"69.5714,18.6176"
5889,"Helge Væringsaasens veg 13C, Elverum",245953423,https://www.finn.no/realestate/homes/ad.html?finnkode=245953423,6,60.88947,,11.56558,Leilighet,82.0,realestate,1,2,"60.88947,11.56558"
5891,"Østerlisvingen 2, Oslo",261160774,https://www.finn.no/realestate/homes/ad.html?finnkode=261160774,4,59.87968,LAMBERTSETER/KARLSRUD,10.8123,Leilighet,50.0,realestate,0,2,"59.87968,10.8123"
5892,"Kampheimveien 23 C, Oslo",261018292,https://www.finn.no/realestate/homes/ad.html?finnkode=261018292,4,59.89631,Oppsal,10.84714,Rekkehus,77.0,realestate,0,2,"59.89631,10.84714"
5893,"Østerlisvingen 5, Oslo",260763235,https://www.finn.no/realestate/homes/ad.html?finnkode=260763235,4,59.8791,Etterspurt og solrikt på Lambertseter;,10.8118,Leilighet,53.0,realestate,0,2,"59.8791,10.8118"
5894,"Freistranda 39, Frei",258972105,https://www.finn.no/realestate/homes/ad.html?finnkode=258972105,4,63.0263,Frei,7.7948,Leilighet,104.0,realestate,0,1,"63.0263,7.7948"
5895,"Emberlandsvegen 1, Sveio",259561979,https://www.finn.no/realestate/homes/ad.html?finnkode=259561979,4,59.5965,Sveio,5.3673,Enebolig,137.0,realestate,0,1,"59.5965,5.3673"
5896,"Fotlandsvegen 289, Lonevåg",254175382,https://www.finn.no/realestate/homes/ad.html?finnkode=254175382,4,60.53034,,5.53589,Leilighet,76.0,realestate,0,1,"60.53034,5.53589"
5897,"Nybrottsveien 76, Bjørnevatn",214837812,https://www.finn.no/realestate/homes/ad.html?finnkode=214837812,4,69.67116,Bjørnevatn,29.9586,Enebolig,104.0,realestate,0,1,"69.67116,29.9586"
5898,"Bokfinken 12B, Drøbak",261505618,https://www.finn.no/realestate/homes/ad.html?finnkode=261505618,3,59.6654,DRØBAK/SKORKEBERG,10.6565,Leilighet,72.0,realestate,3,1,"59.6654,10.6565"
5899,"Heimtrøa 4 A, Ranheim",261461736,https://www.finn.no/realestate/homes/ad.html?finnkode=261461736,3,63.41843,Ranheim/Reppe,10.54163,Leilighet,92.0,realestate,3,2,"63.41843,10.54163"
5900,"Andersrudveien 42B, Ytre Enebakk",260994052,https://www.finn.no/realestate/homes/ad.html?finnkode=260994052,3,59.77152,YTRE ENEBAKK,10.98842,Enebolig,147.0,realestate,3,1,"59.77152,10.98842"
5901,"Sløssåsveien 48, Ytre Enebakk",257373323,https://www.finn.no/realestate/homes/ad.html?finnkode=257373323,3,59.74067,,11.02425,Enebolig,242.0,realestate,3,1,"59.74067,11.02425"
5902,"Rådhusgata 6, Drammen",260659346,https://www.finn.no/realestate/homes/ad.html?finnkode=260659346,3,59.7456,Bragernes sentralt/Torget vest,10.2031,Leilighet,82.0,realestate,3,2,"59.7456,10.2031"
5903,"Daleveien 73A, Sandnes",260777183,https://www.finn.no/realestate/homes/ad.html?finnkode=260777183,3,58.85979,Hana/Rovika,5.75511,Enebolig,106.0,realestate,3,1,"58.85979,5.75511"
5904,"Eikåsveien 1, Nesodden",260645738,https://www.finn.no/realestate/homes/ad.html?finnkode=260645738,3,59.832,Berger,10.6795,Enebolig,111.0,realestate,3,1,"59.832,10.6795"
5905,"Kleiverhagen 19, Larvik",256997902,https://www.finn.no/realestate/homes/ad.html?finnkode=256997902,3,59.05154,,9.9827,Enebolig,108.0,realestate,3,2,"59.05154,9.9827"
5906,"Nerstranda 35, Tromsø",258564969,https://www.finn.no/realestate/homes/ad.html?finnkode=258564969,3,69.6467,NERSTRANDA KJØPESENTER,18.9543,Leilighet,96.0,realestate,3,1,"69.6467,18.9543"
5907,"Lotheparkvegen 6, Haugesund",254610686,https://www.finn.no/realestate/homes/ad.html?finnkode=254610686,3,59.4217,Haugesund,5.269,Enebolig,222.0,realestate,3,1,"59.4217,5.269"
5908,"Solveien 29 B, Oslo",239329925,https://www.finn.no/realestate/homes/ad.html?finnkode=239329925,3,59.87832,Bekkelaget,10.77888,Enebolig,305.0,realestate,3,1,"59.87832,10.77888"
5909,"Dølevegen 21, Kolnes",256424292,https://www.finn.no/realestate/homes/ad.html?finnkode=256424292,4,59.4097,Kolnes,5.3628,Enebolig,155.0,realestate,3,1,"59.4097,5.3628"
5910,"Heimdalsveien 22D, Fjellhamar",260911869,https://www.finn.no/realestate/homes/ad.html?finnkode=260911869,4,59.9506,Fjellhamar,10.9826,Enebolig,180.0,realestate,3,1,"59.9506,10.9826"
5911,"Hovsmarki 4B, Sogndal",261405544,https://www.finn.no/realestate/homes/ad.html?finnkode=261405544,4,61.23298,Sogndalsfjøra,7.10803,Leilighet,127.0,realestate,3,1,"61.23298,7.10803"
5912,"Thurmanns gate 10B, Oslo",261144340,https://www.finn.no/realestate/homes/ad.html?finnkode=261144340,4,59.9359,SAGENE RING,10.7543,Leilighet,64.0,realestate,3,2,"59.9359,10.7543"
5913,"Glomma Terrasse 9 a, Årnes",260913373,https://www.finn.no/realestate/homes/ad.html?finnkode=260913373,4,60.12057,Årnes sentrum,11.46105,Leilighet,104.0,realestate,3,2,"60.12057,11.46105"
5914,"Landstads gate 30, Sandefjord",260887752,https://www.finn.no/realestate/homes/ad.html?finnkode=260887752,4,59.1338,Sandefjord sentrum,10.2244,Leilighet,75.0,realestate,3,1,"59.1338,10.2244"
5915,"Tokerudkollen 1, Sandvika",260875807,https://www.finn.no/realestate/homes/ad.html?finnkode=260875807,4,59.89443,Sandvika,10.4929,Leilighet,95.0,realestate,3,1,"59.89443,10.4929"
5916,"Strandvegen 22B, Steinkjer",260870754,https://www.finn.no/realestate/homes/ad.html?finnkode=260870754,4,64.01209,,11.4972,Leilighet,108.0,realestate,3,1,"64.01209,11.4972"
5917,"Vegsundhaugen 20, Ålesund",260716583,https://www.finn.no/realestate/homes/ad.html?finnkode=260716583,4,62.4339,,6.3514,Rekkehus,129.0,realestate,3,1,"62.4339,6.3514"
5918,"Manesjen 6B, Jessheim",254523678,https://www.finn.no/realestate/homes/ad.html?finnkode=254523678,4,60.14519,Jessheim / Manesjen,11.16587,Leilighet,98.0,realestate,3,1,"60.14519,11.16587"
5919,"Håkerudvegen 70, Austmarka",260657001,https://www.finn.no/realestate/homes/ad.html?finnkode=260657001,4,60.0327,Austmarka,12.3825,Enebolig,172.0,realestate,3,1,"60.0327,12.3825"
5920,"Hanslivegen 15, Skodje",260646924,https://www.finn.no/realestate/homes/ad.html?finnkode=260646924,4,62.5023,Skodje,6.7141,Rekkehus,118.0,realestate,3,1,"62.5023,6.7141"
5921,"Rognebærlia 12, Fetsund",259523006,https://www.finn.no/realestate/homes/ad.html?finnkode=259523006,4,59.94444,Garderåsen,11.15074,Enebolig,280.0,realestate,3,1,"59.94444,11.15074"
5922,"Salongåsen 17, Sande i Vestfold",259204851,https://www.finn.no/realestate/homes/ad.html?finnkode=259204851,4,59.6331,,10.21424,Enebolig,195.0,realestate,3,1,"59.6331,10.21424"
5923,"Kviebakken 101A, Stavanger",258707604,https://www.finn.no/realestate/homes/ad.html?finnkode=258707604,4,58.8994,Forus/Gausel,5.7308,Rekkehus,101.0,realestate,3,2,"58.8994,5.7308"
5924,"Alaskasvingen 4F, Tromsø",259114894,https://www.finn.no/realestate/homes/ad.html?finnkode=259114894,4,69.64247,VISN 8/6 KL 17:00 - FAGERENG,18.90349,Leilighet,74.0,realestate,3,1,"69.64247,18.90349"
5925,"Marviksveien 55A, Kristiansand S",255684321,https://www.finn.no/realestate/homes/ad.html?finnkode=255684321,4,58.1508,,8.0211,Leilighet,120.0,realestate,3,1,"58.1508,8.0211"
5926,"Hovslivegen 8, Lillehammer",258322444,https://www.finn.no/realestate/homes/ad.html?finnkode=258322444,4,61.0994,Vingnes,10.4376,Enebolig,122.0,realestate,3,1,"61.0994,10.4376"
5927,"Vikegjerde 14D, Ulsteinvik",257346856,https://www.finn.no/realestate/homes/ad.html?finnkode=257346856,4,62.3463,,5.8552,Leilighet,91.0,realestate,3,1,"62.3463,5.8552"
5928,"Torgveien 2, Stavanger",245516183,https://www.finn.no/realestate/homes/ad.html?finnkode=245516183,4,58.9488,,5.742,Leilighet,98.0,realestate,3,1,"58.9488,5.742"
5929,"Karenslyst allé 1 B, Oslo",252122636,https://www.finn.no/realestate/homes/ad.html?finnkode=252122636,4,59.91876,,10.68665,Leilighet,327.0,realestate,3,1,"59.91876,10.68665"
5930,"Snoktinnløkka 28, Borgenhaugen",256155894,https://www.finn.no/realestate/homes/ad.html?finnkode=256155894,4,59.2664,#BORGENHAUGEN,11.15563,Rekkehus,115.0,realestate,3,2,"59.2664,11.15563"
5931,"Strandgata 77, Haugesund",254110073,https://www.finn.no/realestate/homes/ad.html?finnkode=254110073,4,59.40977,Sentrum,5.27272,Leilighet,183.0,realestate,3,1,"59.40977,5.27272"
5932,"Montjønntoppen 6A, Vennesla",222313483,https://www.finn.no/realestate/homes/ad.html?finnkode=222313483,4,58.26429,Moseidmoen,7.95845,Tomannsbolig,101.0,realestate,3,1,"58.26429,7.95845"
5933,"Vestrumvegen 10A, Raufoss",249951662,https://www.finn.no/realestate/homes/ad.html?finnkode=249951662,4,60.7308,Raufoss,10.6312,Tomannsbolig,93.0,realestate,3,1,"60.7308,10.6312"
5934,"Frusetlia 3, Gjøvik",247669793,https://www.finn.no/realestate/homes/ad.html?finnkode=247669793,4,60.76639,,10.69583,Enebolig,269.0,realestate,3,1,"60.76639,10.69583"
5935,"Kvaløya 10, Brønnøysund",243494334,https://www.finn.no/realestate/homes/ad.html?finnkode=243494334,4,65.45371,,12.157,Enebolig,159.0,realestate,3,1,"65.45371,12.157"
5936,"Bjerkelundgata 1A, Oslo",259381943,https://www.finn.no/realestate/homes/ad.html?finnkode=259381943,6,59.9249,I HJERTET AV GRÜNERLØKKA,10.7605,Leilighet,56.0,realestate,0,1,"59.9249,10.7605"
5938,"Elverheimgata 10, Hell",260007856,https://www.finn.no/realestate/homes/ad.html?finnkode=260007856,7,63.4374,,10.9296,Enebolig,167.0,realestate,0,1,"63.4374,10.9296"
5939,"Englaugshagan 14, Ådalsbruk",258339220,https://www.finn.no/realestate/homes/ad.html?finnkode=258339220,7,60.7932,ÅDALSBRUK,11.3112,Enebolig,146.0,realestate,0,1,"60.7932,11.3112"
5940,"Haakonsvegen 67D, Haugesund",261322117,https://www.finn.no/realestate/homes/ad.html?finnkode=261322117,6,59.423,,5.2925,Leilighet,64.0,realestate,1,2,"59.423,5.2925"
5941,"Blaklihøgda 10C, Trondheim",261450968,https://www.finn.no/realestate/homes/ad.html?finnkode=261450968,6,63.3942,RISVOLLAN,10.43614,Leilighet,94.0,realestate,1,2,"63.3942,10.43614"
5942,"Tomasjordvegen 77, Tomasjord",260808661,https://www.finn.no/realestate/homes/ad.html?finnkode=260808661,6,69.65858,Tomasjord,19.01954,Enebolig,190.0,realestate,1,1,"69.65858,19.01954"
5943,"Blaklihøgda 10 F, Trondheim",261378741,https://www.finn.no/realestate/homes/ad.html?finnkode=261378741,6,63.39406,,10.43612,Leilighet,55.0,realestate,1,2,"63.39406,10.43612"
5944,"Gautes veg 7, Skien",261354270,https://www.finn.no/realestate/homes/ad.html?finnkode=261354270,6,59.19413,ÅFOSS - SKIEN,9.54264,Enebolig,158.0,realestate,1,1,"59.19413,9.54264"
5945,"Gulaksveien 2, Stavanger",261334102,https://www.finn.no/realestate/homes/ad.html?finnkode=261334102,6,58.9382,Kristianslyst,5.7429,Leilighet,68.0,realestate,1,2,"58.9382,5.7429"
5946,"Dag Ringsons gate 17, Verdal",243737512,https://www.finn.no/realestate/homes/ad.html?finnkode=243737512,6,63.80388,Melan,11.47362,Leilighet,70.0,realestate,1,2,"63.80388,11.47362"
5947,"Dag Hammarskjölds vei 171, Fyllingsdalen",260882350,https://www.finn.no/realestate/homes/ad.html?finnkode=260882350,6,60.348,,5.2941,Leilighet,68.0,realestate,1,2,"60.348,5.2941"
5948,"Valleveien 832, Stathelle",261320152,https://www.finn.no/realestate/homes/ad.html?finnkode=261320152,6,58.9413,BAMBLE - VALLE/VÅG,9.58224,Enebolig,152.0,realestate,1,1,"58.9413,9.58224"
5949,"Hoslegata 34, Bekkestua",252591203,https://www.finn.no/realestate/homes/ad.html?finnkode=252591203,6,59.9289,BEKKESTUA / HASLUM,10.5737,Enebolig,193.0,realestate,1,1,"59.9289,10.5737"
5950,"Kipleveien 33, Godvik",261191430,https://www.finn.no/realestate/homes/ad.html?finnkode=261191430,6,60.36804,,5.20132,Enebolig,153.0,realestate,1,1,"60.36804,5.20132"
5951,"Kalaveien 55E, Klavestadhaugen",261159955,https://www.finn.no/realestate/homes/ad.html?finnkode=261159955,6,59.26013,#KLAVESTADHAUGEN,11.18139,Rekkehus,92.0,realestate,1,2,"59.26013,11.18139"
5952,"Furuvegen 1, Jevnaker",260887710,https://www.finn.no/realestate/homes/ad.html?finnkode=260887710,6,60.2328,Samsmoen 1,10.3661,Enebolig,133.0,realestate,1,1,"60.2328,10.3661"
5953,"Tidemands gate 24B, Oslo",260974312,https://www.finn.no/realestate/homes/ad.html?finnkode=260974312,6,59.92352,Beste Frogner,10.71077,Leilighet,54.0,realestate,1,1,"59.92352,10.71077"
5954,"Briskebakken 22, Drammen",260900634,https://www.finn.no/realestate/homes/ad.html?finnkode=260900634,6,59.756,Underlia/Øren,10.1754,Enebolig,197.0,realestate,1,1,"59.756,10.1754"
5955,"Korsnesvegen 14, Overhalla",260906697,https://www.finn.no/realestate/homes/ad.html?finnkode=260906697,6,64.49102,Overhalla,11.94134,Enebolig,152.0,realestate,1,1,"64.49102,11.94134"
5956,"Killingrudalleen 31, Solbergelva",260662405,https://www.finn.no/realestate/homes/ad.html?finnkode=260662405,6,59.7565,Solbergelva,10.082,Enebolig,137.0,realestate,1,1,"59.7565,10.082"
5957,"VASSNESET 33, Sagvåg",260782252,https://www.finn.no/realestate/homes/ad.html?finnkode=260782252,6,59.77481,Sagvåg,5.39883,Leilighet,50.0,realestate,1,2,"59.77481,5.39883"
5958,"Margrethes Fryd 23B, Kristiansund N",253245421,https://www.finn.no/realestate/homes/ad.html?finnkode=253245421,6,63.1191,,7.7034,Leilighet,31.0,realestate,1,2,"63.1191,7.7034"
5959,"Straumeveien 197B, Straumsgrend",260781351,https://www.finn.no/realestate/homes/ad.html?finnkode=260781351,6,60.3255,,5.2753,Enebolig,181.0,realestate,1,1,"60.3255,5.2753"
5960,"Diamantveien 3, Sandnes",260807010,https://www.finn.no/realestate/homes/ad.html?finnkode=260807010,6,58.8364,Sandved,5.7122,Enebolig,174.0,realestate,1,1,"58.8364,5.7122"
5961,"Øvste Nakken 14A, Ålesund",260795440,https://www.finn.no/realestate/homes/ad.html?finnkode=260795440,6,62.47045,Lerstad,6.31229,Rekkehus,119.0,realestate,1,1,"62.47045,6.31229"
5962,"Mårdalen 35, Rådal",260778220,https://www.finn.no/realestate/homes/ad.html?finnkode=260778220,6,60.3065,,5.3381,Leilighet,49.0,realestate,1,2,"60.3065,5.3381"
5963,"Aspåsvegen 8, Steinkjer",260774230,https://www.finn.no/realestate/homes/ad.html?finnkode=260774230,6,64.06571,Steinkjer/Asphaugen,11.51007,Enebolig,163.0,realestate,1,1,"64.06571,11.51007"
5964,"Måseveien 19, Narvik",260534549,https://www.finn.no/realestate/homes/ad.html?finnkode=260534549,6,68.44453,,17.41165,Enebolig,189.0,realestate,1,1,"68.44453,17.41165"
5965,"Semsmoveien 100, Hokksund",260688880,https://www.finn.no/realestate/homes/ad.html?finnkode=260688880,6,59.76883,,9.87639,Enebolig,88.0,realestate,1,1,"59.76883,9.87639"
5966,"Ellef Marcussens veg 4, Gjøvik",260530971,https://www.finn.no/realestate/homes/ad.html?finnkode=260530971,6,60.7702,Engehaugen/Kopperud,10.681,Enebolig,163.0,realestate,1,1,"60.7702,10.681"
5967,"Furuvegen 7, Kongsvinger",260667581,https://www.finn.no/realestate/homes/ad.html?finnkode=260667581,6,60.20407,Glåmlia,12.01143,Enebolig,176.0,realestate,1,1,"60.20407,12.01143"
5968,"Stian Kristensens vei 32, Rykkinn",260566743,https://www.finn.no/realestate/homes/ad.html?finnkode=260566743,6,59.92949,Øvre Rykkinn,10.48442,Rekkehus,128.0,realestate,1,1,"59.92949,10.48442"
5969,"Østhellinga 22, Borgen",260556530,https://www.finn.no/realestate/homes/ad.html?finnkode=260556530,6,59.81468,,10.43009,Leilighet,88.0,realestate,1,1,"59.81468,10.43009"
5970,"Ringsakervegen 1385, Moelv",259599248,https://www.finn.no/realestate/homes/ad.html?finnkode=259599248,6,60.8887,,10.748,Enebolig,94.0,realestate,1,1,"60.8887,10.748"
5971,"Konvallvegen 7, Biri",260486671,https://www.finn.no/realestate/homes/ad.html?finnkode=260486671,6,60.94792,Biri,10.62931,Enebolig,89.0,realestate,1,1,"60.94792,10.62931"
5972,"Olav Vasseljens veg 6 C, Trondheim",260434310,https://www.finn.no/realestate/homes/ad.html?finnkode=260434310,6,63.40186,Nardo,10.42573,Leilighet,64.0,realestate,1,2,"63.40186,10.42573"
5973,"Andreas Hauklands vei 3 A, Bodø",260068103,https://www.finn.no/realestate/homes/ad.html?finnkode=260068103,6,67.27999,Øvre Hunstad,14.5197,Tomannsbolig,99.0,realestate,1,1,"67.27999,14.5197"
5974,"Kvernhusheia 48B, Kristiansand S",260059934,https://www.finn.no/realestate/homes/ad.html?finnkode=260059934,6,58.2045,Justvik - Påmeldingsvisn. 09.06,8.0343,Rekkehus,123.0,realestate,1,1,"58.2045,8.0343"
5975,"Stibergsvingen 9, Åfjord",260014732,https://www.finn.no/realestate/homes/ad.html?finnkode=260014732,6,63.96273,ÅFJORD SENTRUM,10.23114,Enebolig,150.0,realestate,1,1,"63.96273,10.23114"
5976,"Theodor Kollers vei 17C, Gamle Fredrikstad",260009312,https://www.finn.no/realestate/homes/ad.html?finnkode=260009312,6,59.21355,Haugsten - Fredrikstad øst,10.98605,Leilighet,78.0,realestate,1,2,"59.21355,10.98605"
5977,"Bakkeveien 21, Stavern",259617728,https://www.finn.no/realestate/homes/ad.html?finnkode=259617728,6,59.0135,Brunla,10.0114,Rekkehus,189.0,realestate,1,1,"59.0135,10.0114"
5978,"Sjursnesvegen 12, Ramfjordbotn",258273409,https://www.finn.no/realestate/homes/ad.html?finnkode=258273409,6,69.65539,Ramfjord/Fagernes,19.57054,Enebolig,139.0,realestate,1,1,"69.65539,19.57054"
5979,"Solbergskogen 4A, Holmestrand",259522394,https://www.finn.no/realestate/homes/ad.html?finnkode=259522394,6,59.49974,Solbergskogen,10.3005,Leilighet,82.0,realestate,1,2,"59.49974,10.3005"
5980,"Borgenveien 193, Borgen",259534963,https://www.finn.no/realestate/homes/ad.html?finnkode=259534963,6,59.81441,Borgen,10.43228,Rekkehus,87.0,realestate,1,1,"59.81441,10.43228"
5981,"Basunvegen 14B, Vikhammer",259148124,https://www.finn.no/realestate/homes/ad.html?finnkode=259148124,6,63.4355,VIKHAMMERÅSEN,10.6393,Enebolig,152.0,realestate,1,1,"63.4355,10.6393"
5983,"Stallmestervegen 4A, Trondheim",259096447,https://www.finn.no/realestate/homes/ad.html?finnkode=259096447,6,63.4271,,10.4449,Leilighet,105.0,realestate,1,2,"63.4271,10.4449"
5984,"Brennavegen 10, Kløfta",258712528,https://www.finn.no/realestate/homes/ad.html?finnkode=258712528,6,60.1003,,11.2162,Enebolig,145.0,realestate,1,1,"60.1003,11.2162"
5985,"Spøtahaugen 126, Jørpeland",254000042,https://www.finn.no/realestate/homes/ad.html?finnkode=254000042,6,59.0257,Jørpeland,6.0107,Enebolig,241.0,realestate,1,1,"59.0257,6.0107"
5986,"Follandsveien 612, Averøy",254137959,https://www.finn.no/realestate/homes/ad.html?finnkode=254137959,6,63.0109,Kårvåg,7.4377,Leilighet,59.0,realestate,1,1,"63.0109,7.4377"
5987,"Follandsveien 612, Averøy",255683169,https://www.finn.no/realestate/homes/ad.html?finnkode=255683169,6,63.0109,Kårvåg,7.4377,Leilighet,79.0,realestate,1,1,"63.0109,7.4377"
5988,"Fjordvegen 373, Tomrefjord",257397301,https://www.finn.no/realestate/homes/ad.html?finnkode=257397301,6,62.5878,Tomrefjord,6.9367,Enebolig,148.0,realestate,1,1,"62.5878,6.9367"
5989,"Sørnesvegen 33, Ålesund",257396896,https://www.finn.no/realestate/homes/ad.html?finnkode=257396896,6,62.46998,Sørneset,6.22553,Enebolig,168.0,realestate,1,1,"62.46998,6.22553"
5990,"Kårvikveien 217, Finnsnes",249353357,https://www.finn.no/realestate/homes/ad.html?finnkode=249353357,6,69.3962,,18.1759,Enebolig,161.0,realestate,1,1,"69.3962,18.1759"
5991,"Skumsjøvegen 460, Hunndalen",254191023,https://www.finn.no/realestate/homes/ad.html?finnkode=254191023,6,60.75196,,10.56133,Enebolig,212.0,realestate,1,1,"60.75196,10.56133"
5992,"Bentnesveien 44, Kristiansund N",238155976,https://www.finn.no/realestate/homes/ad.html?finnkode=238155976,6,63.1205,,7.7558,Enebolig,136.0,realestate,1,1,"63.1205,7.7558"
5993,"Rudivegen 17A, Nesna",256471986,https://www.finn.no/realestate/homes/ad.html?finnkode=256471986,6,66.1956,,13.02686,Leilighet,48.0,realestate,1,2,"66.1956,13.02686"
5994,"Loddefjordveien 34, Loddefjord",256361842,https://www.finn.no/realestate/homes/ad.html?finnkode=256361842,6,60.36737,,5.23294,Leilighet,69.0,realestate,1,2,"60.36737,5.23294"
5995,"Heimdals gate 5, Gjøvik",225913127,https://www.finn.no/realestate/homes/ad.html?finnkode=225913127,6,60.79231,,10.68543,Leilighet,41.0,realestate,1,2,"60.79231,10.68543"
5996,"Tuenesvegen 7 A, Ålesund",242618280,https://www.finn.no/realestate/homes/ad.html?finnkode=242618280,6,62.46936,Skarbøvik,6.11118,Leilighet,95.0,realestate,1,2,"62.46936,6.11118"
5997,"Skjølaasvegen 276, Hov",254247593,https://www.finn.no/realestate/homes/ad.html?finnkode=254247593,6,60.72847,HOV,10.35987,Enebolig,99.0,realestate,1,1,"60.72847,10.35987"
5998,"Mastmovegen 43 A, Elverum",254189400,https://www.finn.no/realestate/homes/ad.html?finnkode=254189400,6,60.86813,MASTMOEN,11.58226,Leilighet,58.0,realestate,1,2,"60.86813,11.58226"
