,Location,ad_id,ad_link,energy_label,lat,local_area_name,lon,property_type_description,size_from,type,byggear_cat,ownership_cat,"lat,lon"
1813,"Stålveien 3, Tønsberg",256491652,https://www.finn.no/realestate/homes/ad.html?finnkode=256491652,6,59.2457,Tangen,10.46735,Enebolig,256.0,realestate,2,1,"59.2457,10.46735"
1814,"Øyaveien 36, Røros",256542900,https://www.finn.no/realestate/homes/ad.html?finnkode=256542900,6,62.5691,,11.3748,Leilighet,52.0,realestate,2,1,"62.5691,11.3748"
1815,"Stasjonsvegen 12D, Bø i Telemark",253013732,https://www.finn.no/realestate/homes/ad.html?finnkode=253013732,6,59.412,Bø - Sentrum,9.0701,Leilighet,69.0,realestate,2,1,"59.412,9.0701"
1816,"Grefsenveien 78D, Oslo",252269513,https://www.finn.no/realestate/homes/ad.html?finnkode=252269513,6,59.9512,Grefsen,10.7859,Leilighet,53.0,realestate,2,1,"59.9512,10.7859"
1817,"Rådyrvegen 5, Øyer",260015875,https://www.finn.no/realestate/homes/ad.html?finnkode=260015875,2,61.2397,Granrudmoen,10.4416,Enebolig,146.0,realestate,1,1,"61.2397,10.4416"
1818,"Falkvegen 14, Lye",256524296,https://www.finn.no/realestate/homes/ad.html?finnkode=256524296,2,58.73533,Lye,5.7416,Enebolig,180.0,realestate,1,1,"58.73533,5.7416"
1819,"Gjerpensgata 23, Porsgrunn",260622726,https://www.finn.no/realestate/homes/ad.html?finnkode=260622726,7,59.13744,Porsgrunn - Hagebyen,9.66478,Enebolig,187.0,realestate,0,1,"59.13744,9.66478"
1820,"Dalevegen 1506, Fossdal",254177359,https://www.finn.no/realestate/homes/ad.html?finnkode=254177359,7,58.50415,Mjåland,7.42809,Enebolig,121.0,realestate,0,1,"58.50415,7.42809"
1821,"Blåskjellveien 3, Oslo",261343487,https://www.finn.no/realestate/homes/ad.html?finnkode=261343487,7,59.871,ULVØYA,10.77219,Tomannsbolig,130.0,realestate,0,1,"59.871,10.77219"
1822,"Blåskjellveien 3, Oslo",261343476,https://www.finn.no/realestate/homes/ad.html?finnkode=261343476,7,59.871,ULVØYA,10.77219,Tomannsbolig,148.0,realestate,0,1,"59.871,10.77219"
1823,"Majorstuveien 32 A, Oslo",261152247,https://www.finn.no/realestate/homes/ad.html?finnkode=261152247,7,59.92737,Majorstuen,10.71562,Leilighet,55.0,realestate,0,1,"59.92737,10.71562"
1824,"Holbergs gate 37A, Stavanger",261145854,https://www.finn.no/realestate/homes/ad.html?finnkode=261145854,7,58.96201,Eiganes,5.71634,Leilighet,63.0,realestate,0,1,"58.96201,5.71634"
1825,"Sandakerveien 10J, Oslo",261088301,https://www.finn.no/realestate/homes/ad.html?finnkode=261088301,7,59.93235,TORSHOV/ØVRE LØKKA,10.75893,Leilighet,53.0,realestate,0,2,"59.93235,10.75893"
1826,"Majorstuveien 17A, Oslo",261000961,https://www.finn.no/realestate/homes/ad.html?finnkode=261000961,7,59.92582,SENTRALT PÅ MAJORSTUEN,10.71815,Leilighet,55.0,realestate,0,1,"59.92582,10.71815"
1827,"Hjelms gate 6B, Oslo",260423960,https://www.finn.no/realestate/homes/ad.html?finnkode=260423960,7,59.9246,Majorstuen/Uranienborg,10.7218,Leilighet,77.0,realestate,0,1,"59.9246,10.7218"
1828,"Søndre Øyjorden 20, Bergen",247150523,https://www.finn.no/realestate/homes/ad.html?finnkode=247150523,7,60.428,Ytre Sandviken,5.3042,Leilighet,67.0,realestate,0,1,"60.428,5.3042"
1829,"Kong Inges gate 7, Trondheim",252388961,https://www.finn.no/realestate/homes/ad.html?finnkode=252388961,7,63.4179,ØVRE BERG,10.4187,Tomannsbolig,138.0,realestate,0,1,"63.4179,10.4187"
1830,"Gimleveien 81, Bergen",260803963,https://www.finn.no/realestate/homes/ad.html?finnkode=260803963,7,60.36844,Gimle,5.3594,Tomannsbolig,176.0,realestate,0,1,"60.36844,5.3594"
1831,"Svelvikveien 483, Drammen",260626666,https://www.finn.no/realestate/homes/ad.html?finnkode=260626666,7,59.695,Tangen,10.3024,Enebolig,142.0,realestate,0,1,"59.695,10.3024"
1832,"Trondheimsveien 157, Oslo",260689420,https://www.finn.no/realestate/homes/ad.html?finnkode=260689420,7,59.93115,Rosenhoff | Sinsen,10.77881,Leilighet,43.0,realestate,0,1,"59.93115,10.77881"
1833,"Gjøaveien 2, Oslo",260367414,https://www.finn.no/realestate/homes/ad.html?finnkode=260367414,7,59.9391,SMESTAD,10.6845,Enebolig,240.0,realestate,0,1,"59.9391,10.6845"
1834,"Islands gate 14A, Oslo",260400667,https://www.finn.no/realestate/homes/ad.html?finnkode=260400667,7,59.9078,ROLIG PÅ VÅLERENGA,10.7908,Leilighet,60.0,realestate,0,3,"59.9078,10.7908"
1835,"Sandakerveien 10G, Oslo",260516433,https://www.finn.no/realestate/homes/ad.html?finnkode=260516433,7,59.93238,Øvre Grünerløkka/ Torshov,10.75923,Leilighet,30.0,realestate,0,2,"59.93238,10.75923"
1836,"Bjørnsons vei 5, Tønsberg",256894624,https://www.finn.no/realestate/homes/ad.html?finnkode=256894624,7,59.27527,,10.42633,Leilighet,72.0,realestate,0,1,"59.27527,10.42633"
1837,"Søndre Skogveien 8, Bergen",260400998,https://www.finn.no/realestate/homes/ad.html?finnkode=260400998,7,60.3759,,5.3311,Leilighet,51.0,realestate,0,1,"60.3759,5.3311"
1838,"Gjerstadveien 90, Færvik",260190068,https://www.finn.no/realestate/homes/ad.html?finnkode=260190068,7,58.46154,,8.83387,Enebolig,189.0,realestate,0,1,"58.46154,8.83387"
1839,"Sandakerveien 23A, Oslo",260175184,https://www.finn.no/realestate/homes/ad.html?finnkode=260175184,7,59.93339,Torshov,10.76127,Leilighet,60.0,realestate,0,1,"59.93339,10.76127"
1840,"Marcus Thranes gate 7, Oslo",260051066,https://www.finn.no/realestate/homes/ad.html?finnkode=260051066,7,59.9323,,10.7603,Leilighet,18.0,realestate,0,3,"59.9323,10.7603"
1841,"Hestnesveien 215, Egersund",260059144,https://www.finn.no/realestate/homes/ad.html?finnkode=260059144,7,58.4223,Hestnes,6.0096,Enebolig,185.0,realestate,0,1,"58.4223,6.0096"
1842,"Hovdveien 41, Bøstad",260014638,https://www.finn.no/realestate/homes/ad.html?finnkode=260014638,7,68.25403,,13.77749,Enebolig,112.0,realestate,0,1,"68.25403,13.77749"
1843,"Thorstadvegen 19, Lillehammer",259507752,https://www.finn.no/realestate/homes/ad.html?finnkode=259507752,7,61.1073,Sentrum,10.4634,Enebolig,129.0,realestate,0,1,"61.1073,10.4634"
1844,"Myragata 8, Porsgrunn",259777438,https://www.finn.no/realestate/homes/ad.html?finnkode=259777438,7,59.1143,Porsgrunn - Herøya,9.6518,Enebolig,94.0,realestate,0,1,"59.1143,9.6518"
1845,"Observatorie terrasse 15C, Oslo",259573558,https://www.finn.no/realestate/homes/ad.html?finnkode=259573558,7,59.91212,Høyt og fritt på Frogner/Skillebekk,10.71373,Leilighet,89.0,realestate,0,1,"59.91212,10.71373"
1846,"Hagarovegen 153, Elverum",258987135,https://www.finn.no/realestate/homes/ad.html?finnkode=258987135,7,60.8173,,11.5842,Enebolig,140.0,realestate,0,1,"60.8173,11.5842"
1847,"Backers gate 4, Holmestrand",258961929,https://www.finn.no/realestate/homes/ad.html?finnkode=258961929,7,59.4854,,10.324,Enebolig,163.0,realestate,0,1,"59.4854,10.324"
1848,"Jacob Aalls gate 23A, Oslo",258691091,https://www.finn.no/realestate/homes/ad.html?finnkode=258691091,7,59.92928,Majorstuen,10.71952,Leilighet,43.0,realestate,0,1,"59.92928,10.71952"
1849,"Sanatorieveien 88, Drammen",258382045,https://www.finn.no/realestate/homes/ad.html?finnkode=258382045,7,59.75211,,10.1809,Enebolig,233.0,realestate,0,1,"59.75211,10.1809"
1851,"Forstmester Mejdells veg 29, Elverum",258244903,https://www.finn.no/realestate/homes/ad.html?finnkode=258244903,7,60.86436,HANSTAD,11.55772,Enebolig,178.0,realestate,0,1,"60.86436,11.55772"
1852,"Madlaveien 81, Stavanger",256159710,https://www.finn.no/realestate/homes/ad.html?finnkode=256159710,7,58.96151,Eiganes,5.71415,Leilighet,77.0,realestate,0,1,"58.96151,5.71415"
1854,"Jødalsvegen 368, Algarheim",257018541,https://www.finn.no/realestate/homes/ad.html?finnkode=257018541,7,60.16133,Nordkisa / Ullensaker,11.29772,Enebolig,124.0,realestate,0,1,"60.16133,11.29772"
1855,"Kringsjåveien 25, Laksevåg",218318010,https://www.finn.no/realestate/homes/ad.html?finnkode=218318010,7,60.38578,Laksevåg,5.2971,Leilighet,60.0,realestate,0,1,"60.38578,5.2971"
1856,"Brudeberget 14, Krokstadelva",249435299,https://www.finn.no/realestate/homes/ad.html?finnkode=249435299,7,59.7584,,10.0204,Enebolig,181.0,realestate,0,1,"59.7584,10.0204"
1857,"Televegen 7, Måløy",234389750,https://www.finn.no/realestate/homes/ad.html?finnkode=234389750,7,61.9352,SENTRUM,5.1126,Enebolig,358.0,realestate,0,1,"61.9352,5.1126"
1858,"Kjøyavegen 31, Langangen",254511216,https://www.finn.no/realestate/homes/ad.html?finnkode=254511216,7,59.0907,,9.7943,Enebolig,126.0,realestate,0,1,"59.0907,9.7943"
1859,"Dr. Eyes gate 1A, Stavanger",253293986,https://www.finn.no/realestate/homes/ad.html?finnkode=253293986,7,58.9584,Eiganes,5.7003,Enebolig,177.0,realestate,0,1,"58.9584,5.7003"
1860,"Koparstadvegen 54, Nerlandsøy",253077208,https://www.finn.no/realestate/homes/ad.html?finnkode=253077208,7,62.3419,KVALSUND,5.5872,Enebolig,127.0,realestate,0,1,"62.3419,5.5872"
1861,"Smedgata 52, Mysen",250031770,https://www.finn.no/realestate/homes/ad.html?finnkode=250031770,7,59.54911,,11.34507,Enebolig,201.0,realestate,0,1,"59.54911,11.34507"
1862,"GROPVEIEN 2, Beisfjord",250015139,https://www.finn.no/realestate/homes/ad.html?finnkode=250015139,7,68.37222,,17.58863,Enebolig,53.0,realestate,0,1,"68.37222,17.58863"
1863,"Sommarfjøsbakken 3, Stokmarknes",238892604,https://www.finn.no/realestate/homes/ad.html?finnkode=238892604,7,68.5618,,14.90193,Enebolig,195.0,realestate,0,1,"68.5618,14.90193"
1864,"Thereses gate 43, Oslo",260907624,https://www.finn.no/realestate/homes/ad.html?finnkode=260907624,6,59.92666,,10.73121,Leilighet,51.0,realestate,0,2,"59.92666,10.73121"
1865,"Fredensborgveien 35A, Oslo",260779468,https://www.finn.no/realestate/homes/ad.html?finnkode=260779468,6,59.91978,Grünerløkka/St. Hanshaugen,10.7485,Leilighet,56.0,realestate,0,2,"59.91978,10.7485"
1866,"Markveien 12A, Oslo",255281280,https://www.finn.no/realestate/homes/ad.html?finnkode=255281280,6,59.9259,Grünerløkka,10.7574,Leilighet,48.0,realestate,0,1,"59.9259,10.7574"
1867,"Nordre Hauglandsvegen 41, Kjerrgarden",260830049,https://www.finn.no/realestate/homes/ad.html?finnkode=260830049,4,60.50649,KJERRGARDEN/ASKØY,5.08605,Enebolig,151.0,realestate,0,1,"60.50649,5.08605"
1868,"Strandveien 52, Skjervøy",257022888,https://www.finn.no/realestate/homes/ad.html?finnkode=257022888,4,70.03415,,20.97731,Leilighet,131.0,realestate,0,1,"70.03415,20.97731"
1869,"Balsokkveien 2, Storsteinnes",238533012,https://www.finn.no/realestate/homes/ad.html?finnkode=238533012,4,69.23787,STORSTEINNES,19.21513,Enebolig,167.0,realestate,0,1,"69.23787,19.21513"
1870,"Gamle Romsdalsvegen 6, Åndalsnes",231486327,https://www.finn.no/realestate/homes/ad.html?finnkode=231486327,4,62.56633,,7.68865,Leilighet,140.0,realestate,0,1,"62.56633,7.68865"
1871,"Presidentgata 3 A, Oslo",261277025,https://www.finn.no/realestate/homes/ad.html?finnkode=261277025,6,59.93203,#TORSHOV,10.76531,Leilighet,38.0,realestate,0,2,"59.93203,10.76531"
1872,"Parkveien 77, Oslo",260798216,https://www.finn.no/realestate/homes/ad.html?finnkode=260798216,6,59.9126,Frogner / Solli plass,10.719,Leilighet,38.0,realestate,0,1,"59.9126,10.719"
1873,"Hedmarksgata 10C, Oslo",260823681,https://www.finn.no/realestate/homes/ad.html?finnkode=260823681,6,59.9102,Vålerenga/Kampen,10.788,Leilighet,28.0,realestate,0,1,"59.9102,10.788"
1874,"Olaf Schous vei 5, Oslo",260536338,https://www.finn.no/realestate/homes/ad.html?finnkode=260536338,6,59.9304,,10.7827,Leilighet,31.0,realestate,0,1,"59.9304,10.7827"
1875,"Rødstuveien 12, Oslo",260659496,https://www.finn.no/realestate/homes/ad.html?finnkode=260659496,6,59.93,Sinsen,10.7838,Leilighet,53.0,realestate,0,1,"59.93,10.7838"
1876,"Johan Svendsens gate 2, Trondheim",260527563,https://www.finn.no/realestate/homes/ad.html?finnkode=260527563,6,63.4184,ØYA/ELGESETER,10.3921,Leilighet,72.0,realestate,0,1,"63.4184,10.3921"
1877,"Arendalsgata 6, Oslo",260632507,https://www.finn.no/realestate/homes/ad.html?finnkode=260632507,6,59.93829,SAGENE,10.75138,Leilighet,51.0,realestate,0,1,"59.93829,10.75138"
1878,"Trondheimsveien 69, Oslo",260549110,https://www.finn.no/realestate/homes/ad.html?finnkode=260549110,6,59.9229,Perle på Sofienberg,10.7718,Leilighet,53.0,realestate,0,2,"59.9229,10.7718"
1879,"Austsidevegen 775, Flå",249364566,https://www.finn.no/realestate/homes/ad.html?finnkode=249364566,6,60.43198,Flå,9.37883,Enebolig,116.0,realestate,0,1,"60.43198,9.37883"
1880,"Konnerudgata 10 A, Drammen",248517704,https://www.finn.no/realestate/homes/ad.html?finnkode=248517704,6,59.73934,,10.19795,Leilighet,45.0,realestate,0,1,"59.73934,10.19795"
1881,"Kvartsveien 4B, Sandefjord",261477275,https://www.finn.no/realestate/homes/ad.html?finnkode=261477275,4,59.1404,Nygård,10.1903,Leilighet,52.0,realestate,1,2,"59.1404,10.1903"
1882,"Holmedalen 30C, Kleppestø",257168141,https://www.finn.no/realestate/homes/ad.html?finnkode=257168141,4,60.40838,,5.21912,Leilighet,87.0,realestate,1,1,"60.40838,5.21912"
1883,"Lindebergåsen 47B, Oslo",260530812,https://www.finn.no/realestate/homes/ad.html?finnkode=260530812,4,59.9284,Lindeberg,10.87944,Leilighet,83.0,realestate,1,2,"59.9284,10.87944"
1884,"Vækerøveien 139, Oslo",254641553,https://www.finn.no/realestate/homes/ad.html?finnkode=254641553,4,59.9358,,10.6424,Leilighet,143.0,realestate,1,1,"59.9358,10.6424"
1885,"Etterstadsletta 19B, Oslo",260996381,https://www.finn.no/realestate/homes/ad.html?finnkode=260996381,5,59.9104,ETTERSTAD,10.799,Leilighet,65.0,realestate,0,2,"59.9104,10.799"
1886,"Mogrenda 10, Verdal",260034320,https://www.finn.no/realestate/homes/ad.html?finnkode=260034320,5,63.78593,Stiklestad,11.60036,Enebolig,158.0,realestate,0,1,"63.78593,11.60036"
1887,"Grønstads gate 32A, Lillehammer",247775749,https://www.finn.no/realestate/homes/ad.html?finnkode=247775749,5,61.113,Lillehammer,10.4664,Leilighet,75.0,realestate,0,2,"61.113,10.4664"
1888,"Maridalsveien 233B, Oslo",261372294,https://www.finn.no/realestate/homes/ad.html?finnkode=261372294,6,59.9449,Bjølsen,10.7618,Leilighet,40.0,realestate,0,2,"59.9449,10.7618"
1889,"Rosenborggata 13B, Oslo",261282555,https://www.finn.no/realestate/homes/ad.html?finnkode=261282555,6,59.92663,Tilbaketrukket på Majorstuen,10.72647,Leilighet,51.0,realestate,0,1,"59.92663,10.72647"
1890,"Balders gate 4, Oslo",261131133,https://www.finn.no/realestate/homes/ad.html?finnkode=261131133,6,59.9179,Frogner,10.71008,Leilighet,36.0,realestate,0,3,"59.9179,10.71008"
1891,"Maridalsveien 233C, Oslo",261087769,https://www.finn.no/realestate/homes/ad.html?finnkode=261087769,6,59.94504,BJØLSEN - Ved idylliske Akerselva,10.76184,Leilighet,54.0,realestate,0,2,"59.94504,10.76184"
1892,"Bidenkaps gate 3, Oslo",260413893,https://www.finn.no/realestate/homes/ad.html?finnkode=260413893,6,59.9194,MEYERLØKKA V/PILESTREDET PARK,10.74121,Leilighet,45.0,realestate,0,2,"59.9194,10.74121"
1893,"Grenseveien 30E, Oslo",252628452,https://www.finn.no/realestate/homes/ad.html?finnkode=252628452,6,59.92511,# CARL BERNER / OLA NARR,10.77947,Leilighet,54.0,realestate,0,2,"59.92511,10.77947"
1894,"Dyre Halses gate 1C, Trondheim",234496039,https://www.finn.no/realestate/homes/ad.html?finnkode=234496039,4,63.43663,Solsiden,10.41518,Leilighet,73.0,realestate,5,1,"63.43663,10.41518"
1895,"Holmenveien 16F, Oslo",257672918,https://www.finn.no/realestate/homes/ad.html?finnkode=257672918,4,59.94236,Vinderen,10.69971,Leilighet,118.0,realestate,5,1,"59.94236,10.69971"
1896,"Steinsoppfaret 89, Bjorbekk",260953120,https://www.finn.no/realestate/homes/ad.html?finnkode=260953120,4,58.44272,,8.7092,Leilighet,88.0,realestate,5,1,"58.44272,8.7092"
1897,"Dyre Halses gate 1C, Trondheim",260935394,https://www.finn.no/realestate/homes/ad.html?finnkode=260935394,4,63.43663,Solsiden,10.41518,Leilighet,71.0,realestate,5,1,"63.43663,10.41518"
1898,"Bjørndalsveien 11D, Hvalstad",260607446,https://www.finn.no/realestate/homes/ad.html?finnkode=260607446,4,59.8505,HVALSTAD/VAKÅS-moderne standard fra 2010,10.4698,Leilighet,68.0,realestate,5,1,"59.8505,10.4698"
1899,"Terrassevegen 304, Selbu",260708712,https://www.finn.no/realestate/homes/ad.html?finnkode=260708712,4,63.24891,Selbu,11.09869,Leilighet,84.0,realestate,5,2,"63.24891,11.09869"
1900,"Gamle Ringeriksvei 45B, Bekkestua",260424656,https://www.finn.no/realestate/homes/ad.html?finnkode=260424656,4,59.9188,Bekkestua sentrum,10.5856,Leilighet,92.0,realestate,5,1,"59.9188,10.5856"
1901,"Øvrehusvegen 39, Tjelta",260033895,https://www.finn.no/realestate/homes/ad.html?finnkode=260033895,4,58.84203,,5.59838,Leilighet,64.0,realestate,5,1,"58.84203,5.59838"
1902,"Visteleet 4, Randaberg",259643726,https://www.finn.no/realestate/homes/ad.html?finnkode=259643726,4,58.9867,Viste / Goa,5.6129,Leilighet,73.0,realestate,5,2,"58.9867,5.6129"
1903,"Elnesveien 22, Degernes",258749901,https://www.finn.no/realestate/homes/ad.html?finnkode=258749901,4,59.26666,,11.45645,Enebolig,264.0,realestate,5,1,"59.26666,11.45645"
1904,"Laboratorieveien 10, Sande i Vestfold",226654364,https://www.finn.no/realestate/homes/ad.html?finnkode=226654364,4,59.56084,Nordre Jarlsberg Brygge,10.26937,Leilighet,68.0,realestate,5,1,"59.56084,10.26937"
1905,"Ole Nielsens vei 3, Ålgård",254160273,https://www.finn.no/realestate/homes/ad.html?finnkode=254160273,4,58.76614,Ålgård sentrum,5.8526,Leilighet,61.0,realestate,5,1,"58.76614,5.8526"
1906,"Nordmyrveien 30B, Spydeberg",256542690,https://www.finn.no/realestate/homes/ad.html?finnkode=256542690,4,59.61763,,11.06814,Leilighet,88.0,realestate,5,1,"59.61763,11.06814"
1907,"Finstad hageby 6, Ski",256498916,https://www.finn.no/realestate/homes/ad.html?finnkode=256498916,4,59.71135,,10.82166,Leilighet,65.0,realestate,5,1,"59.71135,10.82166"
1908,"Vesterålsgata 99 G, Sortland",253896762,https://www.finn.no/realestate/homes/ad.html?finnkode=253896762,4,68.68594,SORTLAND SØR - SENTRALT,15.4043,Leilighet,108.0,realestate,5,1,"68.68594,15.4043"
1909,"Stabburshaugen 7D, Husnes",249615293,https://www.finn.no/realestate/homes/ad.html?finnkode=249615293,4,59.8631,,5.7618,Leilighet,75.0,realestate,5,1,"59.8631,5.7618"
1910,"Hellandhaugen 16, Vestnes",236870260,https://www.finn.no/realestate/homes/ad.html?finnkode=236870260,4,62.6195,Vestnes,7.0897,Leilighet,80.0,realestate,5,1,"62.6195,7.0897"
1911,"Haugane 4B, Tranby",261355670,https://www.finn.no/realestate/homes/ad.html?finnkode=261355670,4,59.825,TRANBY,10.2885,Rekkehus,109.0,realestate,2,1,"59.825,10.2885"
1912,"Stasjonsvegen 5, Mosjøen",261412754,https://www.finn.no/realestate/homes/ad.html?finnkode=261412754,4,65.94598,Nyland,13.14901,Enebolig,176.0,realestate,2,1,"65.94598,13.14901"
1913,"Falkangervegen 94, Hordvik",260799187,https://www.finn.no/realestate/homes/ad.html?finnkode=260799187,4,60.5134,,5.3001,Enebolig,127.0,realestate,2,1,"60.5134,5.3001"
1914,"Smedhusåsen 19, Dilling",260806937,https://www.finn.no/realestate/homes/ad.html?finnkode=260806937,4,59.3889,,10.68486,Enebolig,160.0,realestate,2,1,"59.3889,10.68486"
1915,"Skeishagen 34, Rosendal",227283793,https://www.finn.no/realestate/homes/ad.html?finnkode=227283793,4,59.9749,,6.0027,Enebolig,201.0,realestate,2,1,"59.9749,6.0027"
1916,"Dramsvegen 555, Tromsø",258371225,https://www.finn.no/realestate/homes/ad.html?finnkode=258371225,4,69.68795,MORTENSNES / SOLENG,18.94737,Enebolig,280.0,realestate,2,1,"69.68795,18.94737"
1917,"Sikoriveien 25, Mjøndalen",258348507,https://www.finn.no/realestate/homes/ad.html?finnkode=258348507,4,59.7307,Åsen,10.0244,Enebolig,231.0,realestate,2,1,"59.7307,10.0244"
1918,"Skytterstien 4A, Krokelvdalen",258041406,https://www.finn.no/realestate/homes/ad.html?finnkode=258041406,4,69.7394,Tønsvika,19.1485,Tomannsbolig,123.0,realestate,2,1,"69.7394,19.1485"
1919,"Vågahammeren 4 B, Frei",257002000,https://www.finn.no/realestate/homes/ad.html?finnkode=257002000,4,63.08955,Rensvik,7.80425,Tomannsbolig,111.0,realestate,2,1,"63.08955,7.80425"
1920,"Arnevigveien 99, Grimstad",250234164,https://www.finn.no/realestate/homes/ad.html?finnkode=250234164,4,58.26176,,8.45484,Enebolig,142.0,realestate,2,1,"58.26176,8.45484"
1921,"Guletjødnvegen 73 A, Kopervik",246823900,https://www.finn.no/realestate/homes/ad.html?finnkode=246823900,4,59.27488,Kopervik,5.32066,Enebolig,176.0,realestate,2,1,"59.27488,5.32066"
1922,"Tollef Kildes gt. 59, Rena",221666111,https://www.finn.no/realestate/homes/ad.html?finnkode=221666111,4,61.137,,11.37165,Leilighet,75.0,realestate,2,1,"61.137,11.37165"
1923,"Bråtenalléen 35B, Oslo",261082834,https://www.finn.no/realestate/homes/ad.html?finnkode=261082834,3,59.95178,,10.77674,Leilighet,78.0,realestate,0,1,"59.95178,10.77674"
1924,"Nåkkves vei 3, Oslo",260976521,https://www.finn.no/realestate/homes/ad.html?finnkode=260976521,2,59.91643,Tveita,10.84289,Leilighet,43.0,realestate,0,2,"59.91643,10.84289"
1925,"Frysjaveien 3, Oslo",256583384,https://www.finn.no/realestate/homes/ad.html?finnkode=256583384,2,59.95941,Utsiktsleilighet på Korsvoll/Frysja,10.76533,Leilighet,33.0,realestate,0,1,"59.95941,10.76533"
